"Insulator pants", "Steelhead, salmon, trout...they aren t called coldwater fisheries for nothing. But the answer for chilly wading and cool weather is simple: Insulator Pants. Our latest version is made with moisture-wicking, low-bulk polyester Regulator R1 fleece and tapered Capilene 4 cuffs for a smooth, secure transition at the ankles. Insulators fit like your favorite pair of sweatpants, layer easily and provide an almost guilt-inducing level of coziness between waders and baselayer. An elasticized, brushed tricot-lined waist with drawcord, zippered fly, two front, tricot-lined pockets with security snaps and a horizontal zippered hip pocket complete the package for maximum comfort and convenience. Recyclable through the Common Threads Recycling Program. Details: Moisture-wicking, low-bulk polyester Regulator R1 fleece Elasticized, brushed tricot-lined constructed waist with drawcord and fly Two tricot-lined pockets in front with security snaps, tricot-lined hip pocket with horizontal zipper Tapered Capilene 4 polyester cuffs for a low bulk, secure fit at the ankles Fabric: R1: Polartec Power Dry 6.5-oz 93% polyester (60% recycled)  7% spandex single-sided fleece. Cuffs: Polartec Power Dry 5.3-oz 93% polyester (50% recycled)  7% spandex, with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program Weight:  Made in Colombia."
"Borderless gi shorts", "These shorts have a mud-, sand- and grass-resistant blend of tough 4-oz 95% nylon (60% recycled)  5% spandex for the wide panorama of kid endeavors, and feature built-in 40-UPF sun protection and a DWR (durable water repellent) finish. An elasticized waist with a fixed micro-adjustable stretch belt and a low-profile snap-lock buckle provides a comfortable fit. With a roomy gusseted crotch, deep quarter pockets in front and a hook-and-loop-closure cargo pocket. Inseam is 10 . Recyclable through the Common Threads Recycling Program. Details: Tough, lightweight stretch recycled nylon Elasticized waist with built-in adjustable stretch belt with low-profile buckle for comfort Deep quarter pockets in front; hook-and-loop secured cargo pocket Gusseted crotch; just-below-the-knee length; 10 inseam 10 inseam Fabric: 4-oz 95% nylon (60% recycled)  5% spandex with a DWR (durable water repellent) finish and 40 UPF. Recyclable through the Common Threads Recycling Program Weight:  Made in Vietnam."
"El cap jkt", "Resistant to hard play but irresistible against the skin, our El Cap Jacket is lightweight, quick-drying and way cozy. The 5.7-oz 100% polyester (78% recycled) double-faced fleece is brushed inside and provides moisture-wicking performance. The full-zip design has handwarmer pockets, raglan sleeves for mobility, spandex binding at the arms and waist for a secure fit and a reflective patch for high visibility between the shoulders. Recyclable through the Common Threads Recycling Program. Details: Great versatile spring  summer full-zip jacket Contrast raglan sleeves Two handwarmers Contrast spandex binding around zipper, sleeve cuffs and hem for a clean look Reflective on center back Fabric: 5.7-oz 100% polyester (78% recycled) double-faced brushed fleece with moisture-wicking performance. Recyclable through the Common Threads Recycling Program Weight:  Made in Colombia."
"Flying fish t-shirt", "Soft-wearing ringspun organic cotton; Screen-print inks are PVC- and phthalate-free Details: Ribbing at neck stretches for easy on  off Screen-printed size label on back of neck won t chafe tender skin Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Gpiw classic t-shirt", "Soft-wearing ringspun organic cotton; Screen-print inks are PVC- and phthalate-free Details: Ribbing at neck stretches for easy on  off Screen-printed size label on back of neck won t chafe tender skin Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Live simply guitar t-shirt", "Soft-wearing ringspun organic cotton; Screen-print inks are PVC- and phthalate-free Details: Ribbing at neck stretches for easy on  off Screen-printed size label on back of neck won t chafe tender skin Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Synch marsupial", "The roomy kangaroo-style front pocket on the Kids Synchilla Marsupial lets them take their rock, leaf and feather collection wherever they go. Made of ultra-soft 7.6-oz 100% polyester (85% recycled) double-faced fleece; it features a reflective collar stand for high visibility, a deep front zip, shape-holding elasticized cuffs and waist and a hand-me-down ID label inside. Recyclable through the Common Threads Recycling Program. Details: Made from soft, recycled double-faced fleece Deep zip and kangaroo pocket Elastic cuffs and tummy-friendly elastic at waist Hand-me-down ID label inside Fabric: 7.6-oz 100% polyester (85% recycled) double-faced fleece. Recyclable through the Common Threads Recycling Program Weight:  Made in Mexico."
"Torrentshell jkt", "When the barometric pressure gets low, our Torrentshell Jacket keeps spirits high - and dry. Its 2.5-layer, 2.6-oz 50-denier 100% nylon ripstop fabric is tough and compressible, and has a waterproof  breathable H2No barrier and a Deluge DWR (durable water repellent) finish to resist wet weather. A polymer matrix pattern on the inside slides easily over layers and channels moisture away from skin. Additional weatherproofing features include fully sealed seams; a hood with a built-in foam visor and elasticized sides that fits over caps and beanies; a full-front zip with a hook-and-loop-closure storm flap; a chin guard; micro-adjusting elasticized cuffs and an internal drawcord at the hem to secure the fit. With zippered side handwarmer pockets and one inside drop-in pocket. Details: Fully seam sealed; polymer matrix pattern on inside slides easily over layers, channels moisture away from skin and protects the waterproof  breathable H2No barrier Full front-zip with hook-and-loop closure storm flap, chin guard; zippered side pockets, one inside drop-in pocket Internal drawcord at hem to secure fit; raglan sleeves eliminate shoulder seams and relax the fit Micro-adjustment elasticized cuff with hook-and-loop closure to seal out the elements Hood has elasticized sides to improve peripheral vision Built-in foam insert visor sheds rain and cuts glare Reflective zipper pulls on handwarmer pockets; reflective piping across back yoke Fabric: 2.5-layer, 2.6-oz 50-denier nylon ripstop with a waterproof  breathable H2No barrier and a Deluge DWR (durable water repellent) finish. Weight:  Made in China."
"La surfer maria t-shirt", "Pray for surf wearing the La Surfer Maria T-Shirt. Inspired by the Virgin of Guadalupe, artist Geoff McFetridge s interpretation of a surf goddess is printed on 100% organic cotton fabric. PVC- and phthalate-free inks are gentler on the environment. Ringspun yarns and taped shoulder seams add softness. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Lead an examined life poster", "Guanacos standing sentry in Patagonia, Chile. For 30 years we ve paid tribute to human adventures both near and far with a collection of photographs that speak to the passion, joy and beauty of lives spent outside. These photos have appeared exclusively on our Web site, in our catalog and on the walls of our retail stores and specialty outdoor clothiers around the world. And now we are excited to make select photos available to you as posters. We hope they brighten up your space and inspire you to get outside. Details: Dimensions: 36 x 24 Photo by Terri Laine Fabric: Printed with soy inks on recycled paper that contains 50% post-consumer waste Printed in USA."
"Light and variable surf trunks", "Our lightest, leanest surf trunks are built for minimal underwater drag when diving and bodysurfing, and they pack down into their own tiny stuff pouch. Made from hardy but ultralightweight 3.5-oz 50-denier 100% polyester ripstop, the Light and Variables feature a flat-lying, 2-button gusseted fly and a stealth hip zip pocket. Inseam (size 32) is 8.5 ; outseam, 19 . Stuff pouch included. Recyclable through the Common Threads Recycling Program. Details: Flat-lying, hidden 2-button fly with tie-closure Stealth zippered hip pocket secures essentials Rear zippered pocket Includes mesh traveLewistuff bag with shock-cord and toggle closure Hem hits just above the knee Inseam is 8 1  2 ; outseam 19 Fabric: 3.5-oz 50-denier 100% polyester ripstop. Recyclable through the Common Threads Recycling Program Weight:  Made in Vietnam."
"Live simply bug t-shirt", "In nature, live organisms are eventually reduced to bug food. Artist Geoff McFetridge s original work reduces it to the basics with the Live Simply Bug T-Shirt. 100% organic cotton fabric is ringspun for a soft hand. Taped shoulder seams are chafe-free under a pack. PVC- and phthalate-free inks reduce environmental impact. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Live simply deer t-shirt", "Adaptability is simply a matter of survival for the deer, who s at home in just about any habitat. The Live Simply Deer T-Shirt features original artwork by Geoff McFetridge, and is printed on 100% organic cotton with inks that are PVC- and phthalate-free. Ringspun fabric yarns and taped shoulder seams are soft next-to-skin. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Live simply guitar t-shirt", "Live life unplugged. The tee is made from soft, ringspun 100% organic cotton fabric with artwork by Geoff McFetridge. Taped shoulder seams and double stitched sleeves and hem provide durability; coverstitching at sleeve and neck add a clean finish. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Logo hat", "Your unflappable road-tripping companion - this 100% organic cotton hat disguises bed head, cuts glare when you re checking surf, and pulls chinward for an afternoon siesta. The go-anywhere design has a precurved brim, a rear elastic strap with nylon webbing for adjustability and a moisture-wicking headband for comfort. The low profile ensures a reliable bond during rogue gusts. Details: Comfortable, 100% organic cotton fabric holds its shape Shapeable brim shades face and reduces glare Rear webbing strap with adjustable buckle Moisture-wicking headband Fabric: 5.2-oz 100% organic cotton canvas Weight:  Made in China."
"Lewis hooded rashguard", "The 30-UPF fabric of our Long-Sleeved Rashguard keeps the sun from sizzling your skin. Made from a durable and protective blend of 84% all-recycled polyester  16% spandex. With seamless underarm gussets and chafe-free construction. The drawstring loop at front secures to board shorts. Details: All-recycled polyester rashguard has 30-UPF sun protection Sun-blocking 3-panel hood with built-in neoprene visor snugs with locking drawcord Rear zip-pocket stores surf  paddle essentials Seamless underarm gussets and flat-seam construction avoids chafe Self-loop at front hem secures to board shorts Fabric: 5.8-oz 84% all-recycled polyester  16% spandex Weight:  Made in USA."
"Lewis island hopper shirt", "Serene in the face of serious heat and always up for a cleansing dunk in the hotel sink, an Island Hopper is traveler s manna. Its ultralight blend of moisture-wicking 65% all-recycled polyester and 35% organic cotton ventilates well; the light colors reflect the sun; and the oversized drop-in chest pockets (sized for a fly box, passport or both) have mesh vents to take in whatever breeze comes your way; with 2-button adjustable cuff, a straight hem and side vents. Recyclable through the Common Threads Recycling Program. Details: Superlight, quick-drying all-recycled polyester and organic cotton plain weave Easy access to drop-in passport-sized chest pockets through front mesh vents (for maximizing airflow) Coconut buttons 2-button adjustable cuff Straight hem with side vents Fabric: 2.9-oz 65% all-recycled polyester  35% organic cotton plain weave. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Lewis rashguard", "The 30-UPF fabric of our Long-Sleeved Rashguard keeps the sun from sizzling your skin. Made from a durable and protective blend of 84% all-recycled polyester  16% spandex. With seamless underarm gussets and chafe-free construction. The drawstring loop at front secures to board shorts. Details: Recycled polyester (100%) rashguard has 30-UPF sun protection Mock turtleneck protects neck from sun and rolls over to shield from wetsuit zipper Seamless underarm gussets and flat-seam construction avoids chafe Self-loop at front hem secures to board shorts Flying-fish graphic (only on fog) Fabric: 5.8-oz 84% all-recycled polyester  16% spandex Weight:  Made in USA."
"Lewis steersman shirt", "This ain t no city shirt, unless you re in Manila. The Steersman is de-twanged ranch hand in a superlight, 100% organic cotton fabric with a crepelike crinkle that lifts away from the skin to promote cooling. Details include two chest pockets with button-flap closures, 2-button cuffs and a slight drop-tail waist. Recyclable through the Common Threads Recycling Program. Details: Organic cotton fabric s crepe-like crinkle lifts fabric away from skin Two chest pockets with button-flap closures Double-needle reinforced seams; two button cuff Slight droptail waist Fabric: 3.4-oz organic cotton yarn dye. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Lw endurance ankle socks", "Fast-forward pursuits, like riding the White Rim in a day, have miles of inspiration followed by moments of doubt. At least your feet will stay consistently cool with the airy performance of these endurance socks. Made from several fibers that are constructed to feel weightless, they merge 40% merino wool (chlorine-free) for comfort and cushion, 25% Coolmax  20% nylon  12% polyester for durability and moisture-management and 3% spandex for stretch and recovery. The full merino-wool channel-knit under the foot creates superior cushioning for heel and toes, as well as airflow for the arch. The looped Lintoe ensures chafe-free toe comfort. Height is 3 . Details: Lightweight, wool blend strategically knit for excellent breathability and wicking Full, channel-knit construction under the entire foot provides the most cushioning with the least bulk Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort Flex zones at toe for comfort and to prevent bunching Fabric: 40% chlorine-free merino wool  25% Coolmax  20% nylon  12% polyester  3% spandex Weight:  Made in USA."
"Lw endurance quarter socks", "Scraped, taped or inflamed our ankles suffer in rough country. These endurance socks are made for miles of abusive terrain, with an over-the-ankle fit to frustrate brush and briar. Thin and lightweight, they feature a felted merino wool channel-knit construction for maximum cushioning with the least bulk. An open knit over the top of the foot increases breathability; the looped Lintoe provides chafe-free toe comfort. Made from 40% merino wool (chlorine-free)  25% Coolmax  20% nylon  12% polyester  3% spandex. Height is 6.5 . Details: Lightweight wool blend strategically knit for excellent breathability and wicking Full, channel-knit construction under the entire foot provides the most cushioning with the least bulk Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort Flex zones at toe for comfort and to prevent bunching Fabric: 40% chlorine-free merino wool  25% Coolmax  20% nylon  12% polyester  3% spandex Weight:  Made in USA."
"Lw hiking crew socks", "Like suites for your feet, these stay-cool and breathable, multi-use socks feature a variable-knit, felted merino wool construction under the foot to disperse heat and cushion hard knocks. The welt is snug to reduce slipping; an arch band adds support. A combo of fibers improves moisture control and airflow: 62% chlorine-free merino wool  23% nylon  12% polyester  3% spandex. Height is 9.5 . Details: Wool blend strategically knit to balance wicking performance, cushioning and durability Lightweight, looped construction on footbed and front shin for next-to-skin comfort and shin protection Felted wool yarns are chlorine-free, itch-free and offer long-term stability and performance Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort Fabric: 62% chlorine-free merino wool  23% nylon  12% polyester  3% spandex Weight:  Made in USA."
"Lw travel duffel", "This wanderer s bag is large enough to hold the contents of your life without getting in the way. A large zippered entry to the roomy main compartment makes it easy to toss in a few essentials or stuff it to the max. An exterior side zipper pocket organizes small items; the top pocket holds music in backpack mode or wallet, phone, etc. in duffel mode. Tuckaway backpack straps and fully padded back and bottom panels provide comfort and durability however you use it. Compression straps and a cinch collar secure pretty much anything you want to attach to the outside, and the duffel stows away in its own pocket. Made from strong, extremely lightweight 50-denier triple-ripstop nylon with a polyurethane coating and a DWR (durable water repellent) finish. Reinforced with 150-denier polyester (47% recycled) double-weave ShiftLayer. ,A`~} Details: Large center-zip main compartment Exterior side zipper pocket organizes small essentials Top pocket holds music in backpack mode or wallet, phone, etc. in duffel mode Tuck-away backpack straps Back and bottom padded for comfort and durability Compression straps and cinch collar hold helmet, shoes, yoga mat, etc. Fabric: 50-denier 100% nylon triple ripstop with polyurethane coating and a DWR (durable water repellent) finish. Reinforcements: 150-denier 100% polyester (47% recycled) double-weave ShiftLayer Weight:  Made in Philippines."
"Lw travel pack", "In the lifelong search for a place to call home, we all do time on the road. This super-lightweight travel backpack holds everything you need for road trips, hikes or perusing the market, and it stuffs into its own pocket. The main compartment uses a simple drawstring closure to keep gear safe and packed tight. There s also a zippered lid pocket for quick access to smaller items. Exterior mesh pockets hold bottles, shell, gloves, etc. Breathable shoulder straps and a webbing waistbelt distribute the load and keep you comfortable. The lightweight foam back pad can be removed for use as a sitting pad. Made from strong, extremely lightweight 50-denier triple-ripstop nylon with a polyurethane coating and a DWR (durable water repellent) finish. Reinforced with 150-denier polyester (47% recycled) double-weave ShiftLayer. Details: Main pocket with cinch drawcord to keep gear safe and secured Lid pocket organizes your smaller items for easy access Exterior mesh pockets hold bottles, shell, etc Breathable shoulder straps and webbing waistbelt Back pad can be removed for use as a sit pad Fabric: 50-denier 100% nylon triple ripstop with polyurethane coating and a DWR (durable water repellent) finish. Reinforcements: 150-denier 100% polyester (47% recycled) double-weave ShiftLayer Weight:  Made in Philippines."
"Migration hemp shirt", "Summerweight and soft, the Migration represents an inspired merger of 55% durable hemp and 45% plush organic cotton fabrics. Lightweight and cool against the skin, it travels easily between a morning of bouldering and the afternoon commute to Grand Junction. Offset shoulder seams stay smooth under the weight of a courier s bag. Comes with a side-vented straight hem and a button-through chest pocket. Recyclable through the Common Threads Recycling Program. Details: Soft breathable hemp and organic cotton Forward shoulder seams Button-through chest pocket Straight hem with side vents Fabric: 4-oz 55% hemp  45% organic cotton. Recyclable through the Common Threads Recycling Program Weight: 223 g  Made in China."
"Minimass", "The Mini Mass s lesser size lets you thread narrow streets and airplane aisles without leaving chaos in your wake. This less-is-more bag has a main padded compartment with mesh organizational sleeves for pens and a phone, and a front catch pocket that s divided for further organization. A large front flap includes a stealthy zip pocket for quick-grab essentials and a reflective strip for after-hours visibility. The clean shoulder strap adjusts easily so you can sling the Mini over your head when bicycle commuting. Made from a lightweight yet tough 600-denier all-recycled polyester exterior and a slick 200-denier polyester liner; both are coated with polyurethane and a DWR (durable water repellent) finish. Details: Main flap opens to largest compartment containing organization pocket and pen slots Front catch pocket has divider for load control and organization External organizer pocket on the face of the flap for quick-grab items Adjustable shoulder strap Reflective strip improves visibility in low light Fabric: 8.4-oz 600-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish Weight:  Made in Vietnam."
"Mlc wheelie", "The alpinist s saying speed is of the essence never rings truer than in teeming airport terminals. Roll up the ramp, past the crowd at the baggage carousel and out the door with this slightly more structured, wheeled version of our utilitarian MLC (Maximum Legal Carry-on). The MLC Wheelie has a super robust wheel package and a retractable U-shaped handle for better steering, control, ergonomics and durability. The main compartment holds three to five days worth of clothes and has three zippered pockets for toiletries and electronics. Another pocket holds a 15-inch or smaller laptop. Exterior zippered pockets provide easy access to travel docs and vital gear there s even a fleece-lined pocket for sunglasses. When the going gets bumpy, you can shoulder the load with backpack straps that hide away when not in use. Built with a 1,200-denier recycled polyester exterior and a 200-denier polyester lining; both have a polyurethane coating and DWR (durable water repellent) finish. Details: Main zippered compartment features: three zippered pockets for toiletries and electronics; another pocket holds a 15-inch or smaller laptop Exterior zippered pocket provides easy-access to airline tickets and passport; fleece-lined zippered pocket is for safe transport of electronics and eyewear, and gives easy-access to office organizer Padded base provides structure and protects contents 2-position retractable handle built for superior steering, control, ergonomics and durability Fabric handle for hand-carrying; can also carry as a backpack - in backpack mode, straps stow in a zippered compartment Latest in wheel technology with smooth rolling 80-mm wheels Stowable business card holder to ID your bag Fabric: 11-oz 1200-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish Weight:  Made in Philippines."
"Mountain island t-shirt", "For those who aspire to meld the mountain world with life at sea, the Mountain Island T-Shirt portrays the water cycle in a singular, confluent image. Rendered by artist Geoff McFetridge, The shirt s graphic is printed on organic cotton using PVC- and phthalate-free inks. Ringspun yarns and taped shoulder seams add softness. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Nine trails jkt", "Somewhere between the Bridger Ridge Run (for normal trail-runners) and the Barkley Marathons (for the insane), we all find our stride. This jacket is made from lightweight, wind-resistant 15-denier 100% nylon that s treated with a Deluge DWR (durable water repellent) finish to shed light rain. Its exceptionally breathable stretch-woven back and underarm panels (91% all-recycled polyester  9% spandex) vent excess heat. The high-rise tricot-lined neck, revised wrists (now with improved elastic-style cuffs that are easily pushed up) and drawcord at the hem seal out chilly weather. The jacket stashes into its own internal chest pocket. Reflective heat-transfer logos (front and back) keep you visible. Details: Light, slightly transparent, tough, triple-ripstop nylon soft shell on torso, arms and shoulders, and breathable recycled polyester stretch-woven fabric on back, and underarms; Deluge DWR (durable water repellent) finish for weather protection Jacket stuffs into internal chest pocket Improved fit on lower sleeve and soft-shell fabric removed - sleeves are easily pushed up over forearms Drawcord at hem keeps wind out Reflective heat-transfer logos (front and back) Can be worn over baselayers and light midlayers Fabric: Body: 1.1-oz 15-denier 100% nylon with 50-denier triple-ripstop yarns. Back and underarm panels: 3.5-oz 75-denier stretch woven 91% all-recycled polyester  9% spandex. Jacket has a Deluge DWR finish Weight:  Made in Vietnam."
"Nine trails shorts", "For those who view trails as their sanctuary, running means more than freedom of movement and lightness of being. Our versatile, pared-down Men s Nine Trails Shorts are made from a lightweight 75-denier 91% all-recycled polyester  9% spandex blend that has 4-way stretch, is tough yet highly breathable, and is treated with a Deluge DWR (durable water repellent) finish. The styling has ample coverage, the stitched-through pocket bags stay put, and the pockets (two front, one back) close with zippers for secure storage. An open-knit crotch gusset vents excess heat and eliminates chafing; the lightweight, breathable, moisture-wicking built-in liner extends into the waistband; and an interior drawcord fine-tunes the fit. Inseam (size M) is 8 . Reflective heat-transfer logo and reflective graphic keep you visible. Details: Supple, soft, stretch-woven breathable fabric resists snagging and is recyclable; Deluge DWR (durable water repellent) finish for weather protection Lightweight, breathable, moisture-wicking, built-in liner extends into waistband for a comfortable fit Interior drawcord Two front and one back pocket with zippered closures and stitched through pocket bags for secure storage Open-knit crotch gusset stays dry and puts an end to chafing Reflective heat-transfer logo and graphic 8 inseam Fabric: Body: 3.5-oz 75-denier 91% all-recycled polyester  9% spandex with 4-way stretch and Deluge DWR finish. Lining: 3.8-oz microdenier polyester crepe with moisturewicking performance. Recyclable through the Common Threads Recycling Program Weight:  Made in Vietnam."
"Organic logo t-shirt", "Originally printed our first season debuting organic cotton, the classic Organic Logo T-Shirt commemorates Patagonia s commitment. The tee features original art by Geoff McFetridge that s printed with easy-on-the-environment PVC- and phthalate-free inks. Ringspun fabric yarns and taped shoulder seams add softness. Recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"O web belt", "A social gadabout able to cross the divide between work wear, casual duds and a day at the crags. Quick-drying nylon (1 1  2 wide) provides a formfitting lightweight hitch that won t stretch even if you re caught in saturated weather. The belt s ultra-strong forged aluminum buckle holds securely and features a notched end for prying the top off a cold one. Details: Quick-dry nylon webbing Lightweight, forged aluminum buckle holds securely and features a bronzed finish Buckle is strong and durable; notched for prying the top off a cold one Fabric: 1&#189; nylon webbing Weight:  Made in Philippines."
"Paddler board shorts", "Built for maximum comfort during friction-heavy activities, Paddler Board Shorts have a lightweight nylon outer fabric with a DWR (durable water repellent) finish and a smooth, loose-hanging 100% recycled polyester liner. Reversed-out hem seams also glide freely over the skin. Has a hidden 2-button fly with tie closure and self-draining zippered hip pocket. Inseam (size 32) is 9 ; outseam, 21 . Recyclable through the Common Threads Recycling Program. Details: Lightweight nylon is durable, quick-drying Liner, attached at inseam and outseam, reduces chafe and provides quick drainage Hidden 2-button fly with tie closure Self-draining, zippered hip pocket Reversed-out seam at hem reduces chafing Inseam is 9 ; outseam is 21 Now available in size 29 Fabric: 4.3-oz 100% nylon with DWR (durable water repellent) finish. Lining: 2.3-oz 50-denier 100% all-recycled polyester. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Pataloha shirt", "Early Hawaiian shirts were pitched as postcards you can wear. We ve been making ours inspired by native designs true to the aloha spirit for 20 years. Exquisitely tailored in environmentally friendly 3.3-oz 100% organic cotton coconut cloth, their textured cloth, cools in humid climates. Coconut buttons and chest pocket. Recyclable through the Common Threads Recycling Program. Details: 100% organic cotton coconut-weave fabric Chest pocket Coconut buttons Fabric: 3.3-oz 100% organic cotton coconut cloth. Recyclable through the Common Threads Recycling Program Weight:  Made in Thailand."
"Planer t-shirt", "The Planer T-Shirt gives a nod to the surfing working man, with original Patagonia studio artwork for Fletcher Chouinard Designs. Made of 100% organic cotton, the shirt sports the same graphic on front pocket and back of tee, printed with inks that are PVC- and phthalate-free. Ringspun yarns and taped shoulder seams lend a soft touch. Doublestitching at sleeves and hem; coverstitched at neck and armholes for a clean finish. The tee is recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Platform t-shirt", "Imagine the problems of oil dependency and global warming being swept away - for good. Featuring original artwork by Tim Tomkinson, The Platform T-Shirt carries an inside message about The Southern Environmental Law Center (SouthernEnvironment.org), a group leveraging the tools of environmental law and policy to promote energy efficiency and renewable resources that will lead us to a new, cleaner future. The shirt is recyclable through the Common Threads Recycling Program. Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-free Fabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
"Pocket pack", "For the savvy commuter, our pocket pack carries a day s worth of essentials in a streetwise silhouette. The gusseted main compartment has an interior divider and organizer pockets. The ultralight, quick-drying shoulder straps accommodate hydration tube or headphone cord clips and feature a sternum strap with safety whistle. The highly breathable 3-D spacer-mesh padded back panel wicks moisture, dries quickly, and allows air circulation. Made from 150-denier all-recycled polyester double weave with a polyurethane coating and a DWR (durable water repellent) finish. Details: Gusseted main compartment has interior divider and pockets for organizing small items Hydration sleeve also works as a divider Breathable shoulder straps are ultralight and quick-drying Sliding sternum strap adjusts easily and has built-in safety whistle Shoulder straps accommodate hydration tube or headphone cord clips Highly breathable, padded 3-D spacer-mesh back panel wicks moisture, dries quickly and allows air circulation . Fabric: 7.4-oz 150-denier 100% all-recycled polyester double weave. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish. Shoulder straps: 100% polyester 3-D spacer mesh Weight:  Made in Vietnam."
"Rain shadow pants", "Light enough to be an afterthought - until the downpour"
"Reg fit organic ctn jeans-long", "100% organic cotton denim and an obsession with detail make these the right jeans for just about any occasion. The rugged yet soft 10-oz organic cotton denim breaks in just right, and they feature a zip fly with a button closure and 5-pocket-jeans styling. Available in two distinct washes and three inseam lengths (short, 30 ; regular, 32 ; and long, 34 ). Even though they ll look their best after five years of wear, we ll still take them back for recycling through the Common Threads Recycling Program. Details: 10-oz durable yet soft organic cotton denim Button-closure zip fly 5-pocket jeans styling Inseam is 34 Fabric: 10-oz 100% organic cotton denim. Recyclable through the Common Threads Recycling Program Weight:  Made in Mexico."
"Reg fit organic ctn jeans-reg", "100% organic cotton denim and an obsession with detail make these the right jeans for just about any occasion. The rugged yet soft 10-oz organic cotton denim breaks in just right, and they feature a zip fly with a button closure and 5-pocket-jeans styling. Available in two distinct washes and three inseam lengths (short, 30 ; regular, 32 ; and long, 34 ). Even though they ll look their best after five years of wear, we ll still take them back for recycling through the Common Threads Recycling Program. Details: 10-oz durable yet soft organic cotton denim Button-closure zip fly 5-pocket jeans styling Inseam is 32 Fabric: 10-oz 100% organic cotton denim. Recyclable through the Common Threads Recycling Program Weight:  Made in Mexico."
"Relax fit organic ctn jeans-shor", "The everyday, go-to, rarely washed favorite: our relaxed fit, organic cotton 5-pocket jeans. Built for a long life and cut for comfort and mobility, they have a clean, classic styling that can be worn with almost anything. The robust 14-oz 100% organic cotton denim breaks in just right. With a zip fly, and available in three inseam lengths: short, 30 ; regular, 32 ; long, 34 . Recyclable through the Common Threads Recycling Program. Details: Durable organic cotton denim Button-closure zip fly 5-pocket-jean styling Inseam is 30 Fabric: 14-oz 100% organic cotton denim. Recyclable through the Common Threads Recycling Program Weight:  Made in Mexico."
"Remat", "One man s trash is another man or woman s wader changing mat. The ultimate recycled product, the Remat is a byproduct from automobile gasket manufacturing, reworked and repurposed for a long life of heavy-duty use. Beyond wader changing, it doubles (or triples) as a driftboat seat cushion, work station floor mat or boat floor cleat protection. The tough, cushy, water- and stain-resistant Remat is also showing up in front of kitchen sinks and mudroom doors wherever anglers live. Made from 100% synthetic nitrile rubber. Details: Withstands temperatures from -40 C to +125 C; Oil  fuel resistant No off-gasing; abrasion resistant Water-resistant; extremely flexible and lightweight No PVC content Floats Recyclable Easy to wash Fabric: 100% synthetic rubber. Recyclable through the Common Threads Recycling Program Weight:  Made in USA."
